d_date_sk,d_year,d_dow,d_moy,d_dom,d_qoy,d_holiday,d_weekend
2450869,1998,2,2,24,1,"N","N"
2451212,1999,2,2,2,1,"N","N"
2451219,1999,2,2,9,1,"N","N"
2451226,1999,2,2,16,1,"N","N"
2451233,1999,2,2,23,1,"N","N"
2451576,2000,2,2,1,1,"N","N"
2451583,2000,2,2,8,1,"N","N"
2451590,2000,2,2,15,1,"N","N"
2451597,2000,2,2,22,1,"N","N"
2451604,2000,2,2,29,1,"N","N"
2451947,2001,2,2,6,1,"N","N"
2451954,2001,2,2,13,1,"N","N"
2451961,2001,2,2,20,1,"N","N"
2451968,2001,2,2,27,1,"N","N"
2452311,2002,2,2,5,1,"N","N"
2452318,2002,2,2,12,1,"N","N"
2452325,2002,2,2,19,1,"N","N"
2452332,2002,2,2,26,1,"N","N"
2452675,2003,2,2,4,1,"N","N"
2452682,2003,2,2,11,1,"N","N"
2452689,2003,2,2,18,1,"N","N"
2452696,2003,2,2,25,1,"N","N"
2453039,2004,2,2,3,1,"N","N"
2453046,2004,2,2,10,1,"N","N"
2453053,2004,2,2,17,1,"N","N"
2453060,2004,2,2,24,1,"N","N"
2453403,2005,2,2,1,1,"N","N"
2453410,2005,2,2,8,1,"N","N"
2453417,2005,2,2,15,1,"N","N"
2453424,2005,2,2,22,1,"N","N"
2453774,2006,2,2,7,1,"N","N"
2453781,2006,2,2,14,1,"N","N"
2453788,2006,2,2,21,1,"N","N"
2453795,2006,2,2,28,1,"N","N"
2454138,2007,2,2,6,1,"N","N"
2454145,2007,2,2,13,1,"N","N"
2454152,2007,2,2,20,1,"N","N"
2454159,2007,2,2,27,1,"N","N"
2454502,2008,2,2,5,1,"N","N"
2454509,2008,2,2,12,1,"N","N"
2454516,2008,2,2,19,1,"N","N"
2454523,2008,2,2,26,1,"N","N"
2454866,2009,2,2,3,1,"N","N"
2454873,2009,2,2,10,1,"N","N"
2454880,2009,2,2,17,1,"N","N"
2454887,2009,2,2,24,1,"N","N"
2455230,2010,2,2,2,1,"N","N"
2455237,2010,2,2,9,1,"N","N"
2455244,2010,2,2,16,1,"N","N"
2455251,2010,2,2,23,1,"N","N"
2455594,2011,2,2,1,1,"N","N"
2455601,2011,2,2,8,1,"N","N"
2455608,2011,2,2,15,1,"N","N"
2455615,2011,2,2,22,1,"N","N"
2455965,2012,2,2,7,1,"N","N"
2455972,2012,2,2,14,1,"N","N"
2455979,2012,2,2,21,1,"N","N"
2455986,2012,2,2,28,1,"N","N"
2456329,2013,2,2,5,1,"N","N"
2456336,2013,2,2,12,1,"N","N"
2456343,2013,2,2,19,1,"N","N"
2456350,2013,2,2,26,1,"N","N"
2456693,2014,2,2,4,1,"N","N"
2456700,2014,2,2,11,1,"N","N"
2456707,2014,2,2,18,1,"N","N"
2456714,2014,2,2,25,1,"N","N"
2457057,2015,2,2,3,1,"N","N"
2457064,2015,2,2,10,1,"N","N"
2457071,2015,2,2,17,1,"N","N"
2457078,2015,2,2,24,1,"N","N"
2457421,2016,2,2,2,1,"N","N"
2457428,2016,2,2,9,1,"N","N"
2457435,2016,2,2,16,1,"N","N"
2457442,2016,2,2,23,1,"N","N"
2457792,2017,2,2,7,1,"N","N"
2457799,2017,2,2,14,1,"N","N"
2457806,2017,2,2,21,1,"N","N"
2457813,2017,2,2,28,1,"N","N"
2458156,2018,2,2,6,1,"N","N"
2458163,2018,2,2,13,1,"N","N"
2458170,2018,2,2,20,1,"N","N"
2458177,2018,2,2,27,1,"N","N"
2458520,2019,2,2,5,1,"N","N"
2458527,2019,2,2,12,1,"N","N"
2458534,2019,2,2,19,1,"N","N"
2458541,2019,2,2,26,1,"N","N"
2458884,2020,2,2,4,1,"N","N"
2458891,2020,2,2,11,1,"N","N"
2458898,2020,2,2,18,1,"N","N"
2458905,2020,2,2,25,1,"N","N"
2459248,2021,2,2,2,1,"N","N"
2459255,2021,2,2,9,1,"N","N"
2459262,2021,2,2,16,1,"N","N"
2459269,2021,2,2,23,1,"N","N"
2459612,2022,2,2,1,1,"N","N"
2459619,2022,2,2,8,1,"N","N"
2459626,2022,2,2,15,1,"N","N"
2459633,2022,2,2,22,1,"N","N"
2459983,2023,2,2,7,1,"N","N"
2459990,2023,2,2,14,1,"N","N"
2459997,2023,2,2,21,1,"N","N"
2460004,2023,2,2,28,1,"N","N"
2460347,2024,2,2,6,1,"N","N"
2460354,2024,2,2,13,1,"N","N"
2460361,2024,2,2,20,1,"N","N"
2460368,2024,2,2,27,1,"N","N"
2460711,2025,2,2,4,1,"N","N"
2460718,2025,2,2,11,1,"N","N"
2460725,2025,2,2,18,1,"N","N"
2460732,2025,2,2,25,1,"N","N"
2461075,2026,2,2,3,1,"N","N"
2461082,2026,2,2,10,1,"N","N"
2461089,2026,2,2,17,1,"N","N"
2461096,2026,2,2,24,1,"N","N"
2461439,2027,2,2,2,1,"N","N"
2461446,2027,2,2,9,1,"N","N"
2461453,2027,2,2,16,1,"N","N"
2461460,2027,2,2,23,1,"N","N"
2461803,2028,2,2,1,1,"N","N"
2461810,2028,2,2,8,1,"N","N"
2461817,2028,2,2,15,1,"N","N"
2461824,2028,2,2,22,1,"N","N"
2461831,2028,2,2,29,1,"N","N"
2462174,2029,2,2,6,1,"N","N"
2462181,2029,2,2,13,1,"N","N"
2462188,2029,2,2,20,1,"N","N"
2462195,2029,2,2,27,1,"N","N"
2462538,2030,2,2,5,1,"N","N"
2462545,2030,2,2,12,1,"N","N"
2462552,2030,2,2,19,1,"N","N"
2462559,2030,2,2,26,1,"N","N"
2462902,2031,2,2,4,1,"N","N"
2462909,2031,2,2,11,1,"N","N"
2462916,2031,2,2,18,1,"N","N"
2462923,2031,2,2,25,1,"N","N"
2463266,2032,2,2,3,1,"N","N"
2463273,2032,2,2,10,1,"N","N"
2463280,2032,2,2,17,1,"N","N"
2463287,2032,2,2,24,1,"N","N"
2463630,2033,2,2,1,1,"N","N"
2463637,2033,2,2,8,1,"N","N"
2463644,2033,2,2,15,1,"N","N"
2463651,2033,2,2,22,1,"N","N"
2464001,2034,2,2,7,1,"N","N"
2464008,2034,2,2,14,1,"N","N"
2464015,2034,2,2,21,1,"N","N"
2464022,2034,2,2,28,1,"N","N"
2464365,2035,2,2,6,1,"N","N"
2464372,2035,2,2,13,1,"N","N"
2464379,2035,2,2,20,1,"N","N"
2464386,2035,2,2,27,1,"N","N"
2464729,2036,2,2,5,1,"N","N"
2464736,2036,2,2,12,1,"N","N"
2464743,2036,2,2,19,1,"N","N"
2464750,2036,2,2,26,1,"N","N"
2465093,2037,2,2,3,1,"N","N"
2465100,2037,2,2,10,1,"N","N"
2465107,2037,2,2,17,1,"N","N"
2465114,2037,2,2,24,1,"N","N"
2465457,2038,2,2,2,1,"N","N"
2465464,2038,2,2,9,1,"N","N"
2465471,2038,2,2,16,1,"N","N"
2465478,2038,2,2,23,1,"N","N"
2465821,2039,2,2,1,1,"N","N"
2465828,2039,2,2,8,1,"N","N"
2465835,2039,2,2,15,1,"N","N"
2465842,2039,2,2,22,1,"N","N"
2466192,2040,2,2,7,1,"N","N"
2466199,2040,2,2,14,1,"N","N"
2466206,2040,2,2,21,1,"N","N"
2466213,2040,2,2,28,1,"N","N"
2466556,2041,2,2,5,1,"N","N"
2466563,2041,2,2,12,1,"N","N"
2466570,2041,2,2,19,1,"N","N"
2466577,2041,2,2,26,1,"N","N"
2466920,2042,2,2,4,1,"N","N"
2466927,2042,2,2,11,1,"N","N"
2466934,2042,2,2,18,1,"N","N"
2466941,2042,2,2,25,1,"N","N"
2467284,2043,2,2,3,1,"N","N"
2467291,2043,2,2,10,1,"N","N"
2467298,2043,2,2,17,1,"N","N"
2467305,2043,2,2,24,1,"N","N"
2467648,2044,2,2,2,1,"N","N"
2467655,2044,2,2,9,1,"N","N"
2467662,2044,2,2,16,1,"N","N"
2467669,2044,2,2,23,1,"N","N"
2468019,2045,2,2,7,1,"N","N"
2468026,2045,2,2,14,1,"N","N"
2468033,2045,2,2,21,1,"N","N"
2468040,2045,2,2,28,1,"N","N"
2468383,2046,2,2,6,1,"N","N"
2468390,2046,2,2,13,1,"N","N"
2468397,2046,2,2,20,1,"N","N"
2468404,2046,2,2,27,1,"N","N"
2468747,2047,2,2,5,1,"N","N"
2468754,2047,2,2,12,1,"N","N"
2468761,2047,2,2,19,1,"N","N"
2468768,2047,2,2,26,1,"N","N"
2469111,2048,2,2,4,1,"N","N"
2469118,2048,2,2,11,1,"N","N"
2469125,2048,2,2,18,1,"N","N"
2469132,2048,2,2,25,1,"N","N"
2469475,2049,2,2,2,1,"N","N"
2469482,2049,2,2,9,1,"N","N"
2469489,2049,2,2,16,1,"N","N"
2469496,2049,2,2,23,1,"N","N"
2469839,2050,2,2,1,1,"N","N"
2469846,2050,2,2,8,1,"N","N"
2469853,2050,2,2,15,1,"N","N"
2469860,2050,2,2,22,1,"N","N"
2470210,2051,2,2,7,1,"N","N"
2470217,2051,2,2,14,1,"N","N"
2470224,2051,2,2,21,1,"N","N"
2470231,2051,2,2,28,1,"N","N"
2470574,2052,2,2,6,1,"N","N"
2470581,2052,2,2,13,1,"N","N"
2470588,2052,2,2,20,1,"N","N"
2470595,2052,2,2,27,1,"N","N"
2470938,2053,2,2,4,1,"N","N"
2470945,2053,2,2,11,1,"N","N"
2470952,2053,2,2,18,1,"N","N"
2470959,2053,2,2,25,1,"N","N"
2471302,2054,2,2,3,1,"N","N"
2471309,2054,2,2,10,1,"N","N"
2471316,2054,2,2,17,1,"N","N"
2471323,2054,2,2,24,1,"N","N"
2471666,2055,2,2,2,1,"N","N"
2471673,2055,2,2,9,1,"N","N"
2471680,2055,2,2,16,1,"N","N"
2471687,2055,2,2,23,1,"N","N"
2472030,2056,2,2,1,1,"N","N"
2472037,2056,2,2,8,1,"N","N"
2472044,2056,2,2,15,1,"N","N"
2472051,2056,2,2,22,1,"N","N"
2472058,2056,2,2,29,1,"N","N"
2472401,2057,2,2,6,1,"N","N"
2472408,2057,2,2,13,1,"N","N"
2472415,2057,2,2,20,1,"N","N"
2472422,2057,2,2,27,1,"N","N"
2472765,2058,2,2,5,1,"N","N"
2472772,2058,2,2,12,1,"N","N"
2472779,2058,2,2,19,1,"N","N"
2472786,2058,2,2,26,1,"N","N"
2473129,2059,2,2,4,1,"N","N"
2473136,2059,2,2,11,1,"N","N"
2473143,2059,2,2,18,1,"N","N"
2473150,2059,2,2,25,1,"N","N"
2473493,2060,2,2,3,1,"N","N"
2473500,2060,2,2,10,1,"N","N"
2473507,2060,2,2,17,1,"N","N"
2473514,2060,2,2,24,1,"N","N"
2473857,2061,2,2,1,1,"N","N"
2473864,2061,2,2,8,1,"N","N"
2473871,2061,2,2,15,1,"N","N"
2473878,2061,2,2,22,1,"N","N"
2474228,2062,2,2,7,1,"N","N"
2474235,2062,2,2,14,1,"N","N"
2474242,2062,2,2,21,1,"N","N"
2474249,2062,2,2,28,1,"N","N"
2474592,2063,2,2,6,1,"N","N"
2474599,2063,2,2,13,1,"N","N"
2474606,2063,2,2,20,1,"N","N"
2474613,2063,2,2,27,1,"N","N"
2474956,2064,2,2,5,1,"N","N"
2474963,2064,2,2,12,1,"N","N"
2474970,2064,2,2,19,1,"N","N"
2474977,2064,2,2,26,1,"N","N"
2475320,2065,2,2,3,1,"N","N"
2475327,2065,2,2,10,1,"N","N"
2475334,2065,2,2,17,1,"N","N"
2475341,2065,2,2,24,1,"N","N"
2475684,2066,2,2,2,1,"N","N"
2475691,2066,2,2,9,1,"N","N"
2475698,2066,2,2,16,1,"N","N"
2475705,2066,2,2,23,1,"N","N"
2476048,2067,2,2,1,1,"N","N"
2476055,2067,2,2,8,1,"N","N"
2476062,2067,2,2,15,1,"N","N"
2476069,2067,2,2,22,1,"N","N"
2476419,2068,2,2,7,1,"N","N"
2476426,2068,2,2,14,1,"N","N"
2476433,2068,2,2,21,1,"N","N"
2476440,2068,2,2,28,1,"N","N"
2476783,2069,2,2,5,1,"N","N"
2476790,2069,2,2,12,1,"N","N"
2476797,2069,2,2,19,1,"N","N"
2476804,2069,2,2,26,1,"N","N"
2477147,2070,2,2,4,1,"N","N"
2477154,2070,2,2,11,1,"N","N"
2477161,2070,2,2,18,1,"N","N"
2477168,2070,2,2,25,1,"N","N"
2477511,2071,2,2,3,1,"N","N"
2477518,2071,2,2,10,1,"N","N"
2477525,2071,2,2,17,1,"N","N"
2477532,2071,2,2,24,1,"N","N"
2477875,2072,2,2,2,1,"N","N"
2477882,2072,2,2,9,1,"N","N"
2477889,2072,2,2,16,1,"N","N"
2477896,2072,2,2,23,1,"N","N"
2478246,2073,2,2,7,1,"N","N"
2478253,2073,2,2,14,1,"N","N"
2478260,2073,2,2,21,1,"N","N"
2478267,2073,2,2,28,1,"N","N"
2478610,2074,2,2,6,1,"N","N"
2478617,2074,2,2,13,1,"N","N"
2478624,2074,2,2,20,1,"N","N"
2478631,2074,2,2,27,1,"N","N"
2478974,2075,2,2,5,1,"N","N"
2478981,2075,2,2,12,1,"N","N"
2478988,2075,2,2,19,1,"N","N"
2478995,2075,2,2,26,1,"N","N"
2479338,2076,2,2,4,1,"N","N"
2479345,2076,2,2,11,1,"N","N"
2479352,2076,2,2,18,1,"N","N"
2479359,2076,2,2,25,1,"N","N"
2479702,2077,2,2,2,1,"N","N"
2479709,2077,2,2,9,1,"N","N"
2479716,2077,2,2,16,1,"N","N"
2479723,2077,2,2,23,1,"N","N"
2480066,2078,2,2,1,1,"N","N"
2480073,2078,2,2,8,1,"N","N"
2480080,2078,2,2,15,1,"N","N"
2480087,2078,2,2,22,1,"N","N"
2480437,2079,2,2,7,1,"N","N"
2480444,2079,2,2,14,1,"N","N"
2480451,2079,2,2,21,1,"N","N"
2480458,2079,2,2,28,1,"N","N"
2480801,2080,2,2,6,1,"N","N"
2480808,2080,2,2,13,1,"N","N"
2480815,2080,2,2,20,1,"N","N"
2480822,2080,2,2,27,1,"N","N"
2481165,2081,2,2,4,1,"N","N"
2481172,2081,2,2,11,1,"N","N"
2481179,2081,2,2,18,1,"N","N"
2481186,2081,2,2,25,1,"N","N"
2481529,2082,2,2,3,1,"N","N"
2481536,2082,2,2,10,1,"N","N"
2481543,2082,2,2,17,1,"N","N"
2481550,2082,2,2,24,1,"N","N"
2481893,2083,2,2,2,1,"N","N"
2481900,2083,2,2,9,1,"N","N"
2481907,2083,2,2,16,1,"N","N"
2481914,2083,2,2,23,1,"N","N"
2482257,2084,2,2,1,1,"N","N"
2482264,2084,2,2,8,1,"N","N"
2482271,2084,2,2,15,1,"N","N"
2482278,2084,2,2,22,1,"N","N"
2482285,2084,2,2,29,1,"N","N"
2482628,2085,2,2,6,1,"N","N"
2482635,2085,2,2,13,1,"N","N"
2482642,2085,2,2,20,1,"N","N"
2482649,2085,2,2,27,1,"N","N"
2482992,2086,2,2,5,1,"N","N"
2482999,2086,2,2,12,1,"N","N"
2483006,2086,2,2,19,1,"N","N"
2483013,2086,2,2,26,1,"N","N"
2483356,2087,2,2,4,1,"N","N"
2483363,2087,2,2,11,1,"N","N"
2483370,2087,2,2,18,1,"N","N"
2483377,2087,2,2,25,1,"N","N"
2483720,2088,2,2,3,1,"N","N"
2483727,2088,2,2,10,1,"N","N"
2483734,2088,2,2,17,1,"N","N"
2483741,2088,2,2,24,1,"N","N"
2484084,2089,2,2,1,1,"N","N"
2484091,2089,2,2,8,1,"N","N"
2484098,2089,2,2,15,1,"N","N"
2484105,2089,2,2,22,1,"N","N"
2484455,2090,2,2,7,1,"N","N"
2484462,2090,2,2,14,1,"N","N"
2484469,2090,2,2,21,1,"N","N"
2484476,2090,2,2,28,1,"N","N"
2484819,2091,2,2,6,1,"N","N"
2484826,2091,2,2,13,1,"N","N"
2484833,2091,2,2,20,1,"N","N"
2484840,2091,2,2,27,1,"N","N"
2485183,2092,2,2,5,1,"N","N"
2485190,2092,2,2,12,1,"N","N"
2485197,2092,2,2,19,1,"N","N"
2485204,2092,2,2,26,1,"N","N"
2485547,2093,2,2,3,1,"N","N"
2485554,2093,2,2,10,1,"N","N"
2485561,2093,2,2,17,1,"N","N"
2485568,2093,2,2,24,1,"N","N"
2485911,2094,2,2,2,1,"N","N"
2485918,2094,2,2,9,1,"N","N"
2485925,2094,2,2,16,1,"N","N"
2485932,2094,2,2,23,1,"N","N"
2486275,2095,2,2,1,1,"N","N"
2486282,2095,2,2,8,1,"N","N"
2486289,2095,2,2,15,1,"N","N"
2486296,2095,2,2,22,1,"N","N"
2486646,2096,2,2,7,1,"N","N"
2486653,2096,2,2,14,1,"N","N"
2486660,2096,2,2,21,1,"N","N"
2486667,2096,2,2,28,1,"N","N"
2487010,2097,2,2,5,1,"N","N"
2487017,2097,2,2,12,1,"N","N"
2487024,2097,2,2,19,1,"N","N"
2487031,2097,2,2,26,1,"N","N"
2487374,2098,2,2,4,1,"N","N"
2487381,2098,2,2,11,1,"N","N"
2487388,2098,2,2,18,1,"N","N"
2487395,2098,2,2,25,1,"N","N"
2487738,2099,2,2,3,1,"N","N"
2487745,2099,2,2,10,1,"N","N"
2487752,2099,2,2,17,1,"N","N"
2487759,2099,2,2,24,1,"N","N"
2415841,1902,2,4,1,1,"N","N"
2419859,1913,2,4,1,1,"N","N"
2422050,1919,2,4,1,1,"N","N"
2426068,1930,2,4,1,1,"N","N"
2430086,1941,2,4,1,1,"N","N"
2432277,1947,2,4,1,1,"N","N"
2436295,1958,2,4,1,1,"N","N"
2440313,1969,2,4,1,1,"N","N"
2442504,1975,2,4,1,1,"N","N"
2446522,1986,2,4,1,1,"N","N"
2450540,1997,2,4,1,1,"N","N"
2452731,2003,2,4,1,1,"N","N"
2456749,2014,2,4,1,1,"N","N"
2460767,2025,2,4,1,1,"N","N"
2462958,2031,2,4,1,1,"N","N"
2466976,2042,2,4,1,1,"N","N"
2470994,2053,2,4,1,1,"N","N"
2473185,2059,2,4,1,1,"N","N"
2477203,2070,2,4,1,1,"N","N"
2481221,2081,2,4,1,1,"N","N"
2483412,2087,2,4,1,1,"N","N"
2487430,2098,2,4,1,1,"N","N"
2415659,1901,2,10,1,3,"N","N"
2417850,1907,2,10,1,3,"N","N"
2421868,1918,2,10,1,3,"N","N"
2425886,1929,2,10,1,3,"N","N"
2428077,1935,2,10,1,3,"N","N"
2432095,1946,2,10,1,3,"N","N"
2436113,1957,2,10,1,3,"N","N"
2438304,1963,2,10,1,3,"N","N"
2442322,1974,2,10,1,3,"N","N"
2446340,1985,2,10,1,3,"N","N"
2448531,1991,2,10,1,3,"N","N"
2452549,2002,2,10,1,3,"N","N"
2456567,2013,2,10,1,3,"N","N"
2458758,2019,2,10,1,3,"N","N"
2462776,2030,2,10,1,3,"N","N"
2466794,2041,2,10,1,3,"N","N"
2468985,2047,2,10,1,3,"N","N"
2473003,2058,2,10,1,3,"N","N"
2477021,2069,2,10,1,3,"N","N"
2479212,2075,2,10,1,3,"N","N"
2483230,2086,2,10,1,3,"N","N"
2487248,2097,2,10,1,3,"N","N"
2415204,1900,2,7,3,3,"N","N"
2415211,1900,2,7,10,3,"N","N"
2415218,1900,2,7,17,3,"N","N"
2415225,1900,2,7,24,3,"N","N"
2415232,1900,2,7,31,3,"N","N"
2415568,1901,2,7,2,3,"N","N"
2415575,1901,2,7,9,3,"N","N"
2415582,1901,2,7,16,3,"N","N"
2415589,1901,2,7,23,3,"N","N"
2415596,1901,2,7,30,3,"N","N"
2415939,1902,2,7,8,3,"N","N"
2415946,1902,2,7,15,3,"N","N"
2415953,1902,2,7,22,3,"N","N"
2415960,1902,2,7,29,3,"N","N"
2416303,1903,2,7,7,3,"N","N"
2416310,1903,2,7,14,3,"N","N"
2416317,1903,2,7,21,3,"N","N"
2416324,1903,2,7,28,3,"N","N"
2416667,1904,2,7,5,3,"N","N"
2416674,1904,2,7,12,3,"N","N"
2416681,1904,2,7,19,3,"N","N"
2416688,1904,2,7,26,3,"N","N"
2417031,1905,2,7,4,3,"N","N"
2417038,1905,2,7,11,3,"N","N"
2417045,1905,2,7,18,3,"N","N"
2417052,1905,2,7,25,3,"N","N"
2417395,1906,2,7,3,3,"N","N"
2417402,1906,2,7,10,3,"N","N"
2417409,1906,2,7,17,3,"N","N"
2417416,1906,2,7,24,3,"N","N"
2417423,1906,2,7,31,3,"N","N"
2417759,1907,2,7,2,3,"N","N"
2417766,1907,2,7,9,3,"N","N"
2417773,1907,2,7,16,3,"N","N"
2417780,1907,2,7,23,3,"N","N"
2417787,1907,2,7,30,3,"N","N"
2418130,1908,2,7,7,3,"N","N"
2418137,1908,2,7,14,3,"N","N"
2418144,1908,2,7,21,3,"N","N"
2418151,1908,2,7,28,3,"N","N"
2418494,1909,2,7,6,3,"N","N"
2418501,1909,2,7,13,3,"N","N"
2418508,1909,2,7,20,3,"N","N"
2418515,1909,2,7,27,3,"N","N"
2418865,1910,2,7,12,3,"N","N"
2418872,1910,2,7,19,3,"N","N"
2418879,1910,2,7,26,3,"N","N"
2419222,1911,2,7,4,3,"N","N"
2419229,1911,2,7,11,3,"N","N"
2419236,1911,2,7,18,3,"N","N"
2419243,1911,2,7,25,3,"N","N"
2419586,1912,2,7,2,3,"N","N"
2419593,1912,2,7,9,3,"N","N"
2419600,1912,2,7,16,3,"N","N"
2419607,1912,2,7,23,3,"N","N"
2419614,1912,2,7,30,3,"N","N"
2419957,1913,2,7,8,3,"N","N"
2419964,1913,2,7,15,3,"N","N"
2419971,1913,2,7,22,3,"N","N"
2419978,1913,2,7,29,3,"N","N"
2420321,1914,2,7,7,3,"N","N"
2420328,1914,2,7,14,3,"N","N"
2420335,1914,2,7,21,3,"N","N"
2420342,1914,2,7,28,3,"N","N"
2420685,1915,2,7,6,3,"N","N"
2420692,1915,2,7,13,3,"N","N"
2420699,1915,2,7,20,3,"N","N"
2420706,1915,2,7,27,3,"N","N"
2421056,1916,2,7,11,3,"N","N"
2421063,1916,2,7,18,3,"N","N"
2421070,1916,2,7,25,3,"N","N"
2421413,1917,2,7,3,3,"N","N"
2421420,1917,2,7,10,3,"N","N"
2421427,1917,2,7,17,3,"N","N"
2421434,1917,2,7,24,3,"N","N"
2421441,1917,2,7,31,3,"N","N"
2421777,1918,2,7,2,3,"N","N"
2421784,1918,2,7,9,3,"N","N"
2421791,1918,2,7,16,3,"N","N"
2421798,1918,2,7,23,3,"N","N"
2421805,1918,2,7,30,3,"N","N"
2422148,1919,2,7,8,3,"N","N"
2422155,1919,2,7,15,3,"N","N"
2422162,1919,2,7,22,3,"N","N"
2422169,1919,2,7,29,3,"N","N"
2422512,1920,2,7,6,3,"N","N"
2422519,1920,2,7,13,3,"N","N"
2422526,1920,2,7,20,3,"N","N"
2422533,1920,2,7,27,3,"N","N"
2422883,1921,2,7,12,3,"N","N"
2422890,1921,2,7,19,3,"N","N"
2422897,1921,2,7,26,3,"N","N"
2423240,1922,2,7,4,3,"N","N"
2423247,1922,2,7,11,3,"N","N"
2423254,1922,2,7,18,3,"N","N"
2423261,1922,2,7,25,3,"N","N"
2423604,1923,2,7,3,3,"N","N"
2423611,1923,2,7,10,3,"N","N"
2423618,1923,2,7,17,3,"N","N"
2423625,1923,2,7,24,3,"N","N"
2423632,1923,2,7,31,3,"N","N"
2423968,1924,2,7,1,3,"N","N"
2423975,1924,2,7,8,3,"N","N"
2423982,1924,2,7,15,3,"N","N"
2423989,1924,2,7,22,3,"N","N"
2423996,1924,2,7,29,3,"N","N"
2424339,1925,2,7,7,3,"N","N"
2424346,1925,2,7,14,3,"N","N"
2424353,1925,2,7,21,3,"N","N"
2424360,1925,2,7,28,3,"N","N"
2424703,1926,2,7,6,3,"N","N"
2424710,1926,2,7,13,3,"N","N"
2424717,1926,2,7,20,3,"N","N"
2424724,1926,2,7,27,3,"N","N"
2425074,1927,2,7,12,3,"N","N"
2425081,1927,2,7,19,3,"N","N"
2425088,1927,2,7,26,3,"N","N"
2425431,1928,2,7,3,3,"N","N"
2425438,1928,2,7,10,3,"N","N"
2425445,1928,2,7,17,3,"N","N"
2425452,1928,2,7,24,3,"N","N"
2425459,1928,2,7,31,3,"N","N"
2425795,1929,2,7,2,3,"N","N"
2425802,1929,2,7,9,3,"N","N"
2425809,1929,2,7,16,3,"N","N"
2425816,1929,2,7,23,3,"N","N"
2425823,1929,2,7,30,3,"N","N"
2426166,1930,2,7,8,3,"N","N"
2426173,1930,2,7,15,3,"N","N"
2426180,1930,2,7,22,3,"N","N"
2426187,1930,2,7,29,3,"N","N"
2426530,1931,2,7,7,3,"N","N"
2426537,1931,2,7,14,3,"N","N"
2426544,1931,2,7,21,3,"N","N"
2426551,1931,2,7,28,3,"N","N"
2426894,1932,2,7,5,3,"N","N"
2426901,1932,2,7,12,3,"N","N"
2426908,1932,2,7,19,3,"N","N"
2426915,1932,2,7,26,3,"N","N"
2427258,1933,2,7,4,3,"N","N"
2427265,1933,2,7,11,3,"N","N"
2427272,1933,2,7,18,3,"N","N"
2427279,1933,2,7,25,3,"N","N"
2427622,1934,2,7,3,3,"N","N"
2427629,1934,2,7,10,3,"N","N"
2427636,1934,2,7,17,3,"N","N"
2427643,1934,2,7,24,3,"N","N"
2427650,1934,2,7,31,3,"N","N"
2427986,1935,2,7,2,3,"N","N"
2427993,1935,2,7,9,3,"N","N"
2428000,1935,2,7,16,3,"N","N"
2428007,1935,2,7,23,3,"N","N"
2428014,1935,2,7,30,3,"N","N"
2428357,1936,2,7,7,3,"N","N"
2428364,1936,2,7,14,3,"N","N"
2428371,1936,2,7,21,3,"N","N"
2428378,1936,2,7,28,3,"N","N"
2428721,1937,2,7,6,3,"N","N"
2428728,1937,2,7,13,3,"N","N"
2428735,1937,2,7,20,3,"N","N"
2428742,1937,2,7,27,3,"N","N"
2429092,1938,2,7,12,3,"N","N"
2429099,1938,2,7,19,3,"N","N"
2429106,1938,2,7,26,3,"N","N"
2429449,1939,2,7,4,3,"N","N"
2429456,1939,2,7,11,3,"N","N"
2429463,1939,2,7,18,3,"N","N"
2429470,1939,2,7,25,3,"N","N"
2429813,1940,2,7,2,3,"N","N"
2429820,1940,2,7,9,3,"N","N"
2429827,1940,2,7,16,3,"N","N"
2429834,1940,2,7,23,3,"N","N"
2429841,1940,2,7,30,3,"N","N"
2430184,1941,2,7,8,3,"N","N"
2430191,1941,2,7,15,3,"N","N"
2430198,1941,2,7,22,3,"N","N"
2430205,1941,2,7,29,3,"N","N"
2430548,1942,2,7,7,3,"N","N"
2430555,1942,2,7,14,3,"N","N"
2430562,1942,2,7,21,3,"N","N"
2430569,1942,2,7,28,3,"N","N"
2430912,1943,2,7,6,3,"N","N"
2430919,1943,2,7,13,3,"N","N"
2430926,1943,2,7,20,3,"N","N"
2430933,1943,2,7,27,3,"N","N"
2431283,1944,2,7,11,3,"N","N"
2431290,1944,2,7,18,3,"N","N"
2431297,1944,2,7,25,3,"N","N"
2431640,1945,2,7,3,3,"N","N"
2431647,1945,2,7,10,3,"N","N"
2431654,1945,2,7,17,3,"N","N"
2431661,1945,2,7,24,3,"N","N"
2431668,1945,2,7,31,3,"N","N"
2432004,1946,2,7,2,3,"N","N"
2432011,1946,2,7,9,3,"N","N"
2432018,1946,2,7,16,3,"N","N"
2432025,1946,2,7,23,3,"N","N"
2432032,1946,2,7,30,3,"N","N"
2432375,1947,2,7,8,3,"N","N"
2432382,1947,2,7,15,3,"N","N"
2432389,1947,2,7,22,3,"N","N"
2432396,1947,2,7,29,3,"N","N"
2432739,1948,2,7,6,3,"N","N"
2432746,1948,2,7,13,3,"N","N"
2432753,1948,2,7,20,3,"N","N"
2432760,1948,2,7,27,3,"N","N"
2433110,1949,2,7,12,3,"N","N"
2433117,1949,2,7,19,3,"N","N"
2433124,1949,2,7,26,3,"N","N"
2433467,1950,2,7,4,3,"N","N"
2433474,1950,2,7,11,3,"N","N"
