sr_returned_date_sk,sr_item_sk,sr_customer_sk,sr_store_sk,sr_return_quantity,sr_return_amt
2452661,30,7612,1,27,171.99
2452603,73,5124,1,27,26.73
2451870,1399,1233,1,27,318.87
2452582,1020,7504,1,27,270.54
2452674,1123,5497,1,27,543.78
2452195,943,4615,1,27,2315.52
2451005,1450,6966,1,27,624.51
2451779,349,1813,1,27,38.88
2452508,255,5715,1,27,1043.55
2452490,1704,8970,1,27,42.12
2451690,1658,1050,1,27,2921.13
2451599,1711,4893,1,27,191.97
2451932,235,1845,1,27,788.4
2452080,1127,6613,1,27,1252.8
2451265,319,8368,1,27,102.33
2452615,654,9478,1,27,1914.3
2450929,1285,6747,1,27,441.18
2452282,81,5648,1,27,3664.44
2452779,1201,7554,1,27,596.97
2452627,399,787,1,27,925.56
2452059,355,2696,1,27,1107.27
2451728,1208,2381,1,27,92.61
2452192,1601,31,1,27,69.93
2451188,1048,2448,1,27,3018.6
2452020,877,6811,1,27,2568.51
2452027,1364,7297,1,27,2405.43
2451741,212,3801,1,27,498.69
2450940,40,9702,1,27,744.66
2451487,770,5845,1,27,2980.53
2451713,1130,6210,1,27,1699.11
2451952,571,3554,1,27,1824.93
2451450,283,2564,1,27,279.99
2451856,1307,545,1,27,1421.01
2452555,1053,3997,1,27,1098.36
2451993,1058,3457,1,27,160.65
2451639,844,9080,1,27,840.78
2451709,1685,2162,1,27,304.29
2451123,1558,8379,1,27,123.93
2451798,773,3389,1,27,3839.67
2452678,438,5661,1,27,364.23
2451469,1240,1052,1,27,632.88
2451085,424,1809,1,27,374.49
2452779,507,887,1,27,852.39
2451855,805,6626,1,27,655.56
2452709,1398,6095,1,27,77.76
2451595,736,3590,1,27,1236.33
2451401,658,642,1,27,1529.01
2452326,643,1118,1,27,271.89
2451949,818,1579,1,27,495.18
2452055,615,7900,1,27,1238.49
2451537,68,552,1,27,1973.7
2452466,1584,6733,1,27,966.33
2451822,823,1821,1,27,375.03
2452571,1129,1464,1,27,3220.83
2451075,866,606,1,27,435.51
2451184,1288,6150,1,27,1199.88
2451157,652,2700,1,27,78.03
2451654,799,7139,1,27,19.98
2451172,1738,7895,1,27,876.15
2451962,1298,133,1,27,1276.29
2452237,313,3576,1,27,3.24
2452428,432,3656,1,27,81.54
2452326,83,5774,1,27,1060.02
2451296,211,1935,1,27,1342.44
2451528,1759,9217,1,27,676.89
2451538,1508,2275,1,27,1541.16
2451448,1075,3015,1,27,548.1
2451577,362,7743,1,27,73.71
2451485,589,7295,1,27,3004.83
2451369,664,4407,1,27,28.35
2451154,547,742,1,27,1601.1
2451612,973,210,1,27,0
2451908,1535,7302,1,27,1980.72
2451131,242,5220,1,27,106.65
2451570,908,2029,1,27,260.01
2452287,639,8247,1,27,3001.05
2451190,631,2394,1,27,1041.12
2451833,1649,2268,1,26,1820.78
2451600,464,345,1,26,225.16
2451615,1549,9762,1,26,0
2452011,1550,3005,1,26,1474.2
2452595,1179,8394,1,26,21.58
2452387,1683,7888,1,26,1795.04
2451260,302,7385,1,26,37.18
2452062,1109,7734,1,26,575.38
2452564,1035,5979,1,26,1526.2
2452614,417,1659,1,26,2229.5
2452369,929,1839,1,26,1763.32
2452368,175,5904,1,26,815.36
2452403,1674,1942,1,26,1565.98
2451202,940,3337,1,26,627.9
2452617,829,7013,1,26,671.06
2452428,1573,7814,1,26,1109.42
2451088,430,3446,1,26,232.44
2451069,97,699,1,26,429.52
2450940,278,2400,1,26,542.1
2452082,137,9300,1,26,1374.1
2451150,457,9663,1,26,990.08
2452361,1308,7070,1,26,582.4
2451515,1796,6335,1,26,619.58
2452673,475,1031,1,26,1171.04
2452368,924,728,1,26,24.18
2452017,947,5504,1,26,1514.24
2452049,397,9695,1,26,347.1
2451280,412,2806,1,26,442.78
2451679,1556,7861,1,26,59.8
2452753,577,6687,1,26,914.42
2452318,1371,4962,1,26,119.86
2452341,241,5724,1,26,0
2452099,277,2833,1,26,1860.56
2451922,349,7463,1,26,2581.28
2452629,627,1843,1,26,1914.9
2451924,1385,7443,1,26,1486.94
2452156,1131,2742,1,26,2582.84
2451709,800,101,1,26,82.94
2452595,1512,6394,1,26,76.44
2451529,1723,9446,1,26,1118.26
2452715,979,6461,1,26,260.78
2451259,1150,9664,1,26,78.78
2451252,1420,317,1,26,87.36
2451567,1549,9768,1,26,1343.68
2452239,839,6774,1,26,352.56
2451560,487,232,1,26,803.14
2451209,350,9369,1,26,1812.98
2451681,1586,1667,1,26,61.36
2451637,937,9799,1,26,588.9
2452197,493,3285,1,26,3.9
2451167,1202,8371,1,26,287.56
2451840,602,8049,1,26,209.04
2451947,230,3273,1,26,1618.5
2451553,908,7075,1,26,703.82
2452665,1440,2193,1,26,1800.76
2451384,997,8587,1,26,2097.94
2451319,415,9063,1,26,1684.28
2451323,1130,9666,1,26,315.38
2452318,1377,8015,1,26,1513.98
2452079,677,7013,1,26,578.5
2451871,715,443,1,26,84.24
2451628,1018,4780,1,26,1603.94
2452727,255,7839,1,26,222.3
2451221,104,4300,1,26,1181.7
2451701,23,8748,1,26,497.64
2451535,31,3059,1,26,68.64
2452438,81,1677,1,26,582.14
2452631,1326,8068,1,26,401.7
2451692,1387,2502,1,26,566.28
2451288,458,3290,1,26,1107.86
2452564,156,1550,1,26,686.14
2452374,1163,2128,1,26,277.68
2451293,1573,2977,1,26,166.66
2451098,760,325,1,26,53.04
2452005,535,2141,1,26,432.12
2452504,361,4440,1,26,2997.8
2450953,1129,3261,1,26,417.3
2452665,1194,4188,1,26,265.2
2451602,1145,201,1,26,336.96
2451287,1237,7657,1,26,600.6
2452318,65,6931,1,26,465.66
2452331,1237,5973,1,26,1421.42
2451450,808,8514,1,26,72.02
2451971,319,3017,1,26,2935.4
2451392,968,1954,1,26,485.16
2451816,1091,9377,1,26,491.4
2451075,1634,7584,1,26,3399.76
2452382,1147,4941,1,26,1460.16
2452464,12,9810,1,26,22.36
2451675,826,2829,1,26,2402.4
2451076,961,7564,1,26,2498.08
2452278,1739,2624,1,26,946.92
2451074,91,7087,1,26,458.38
2451966,758,3747,1,26,1988.74
2451361,1480,1598,1,26,138.58
2452751,267,5223,1,26,46.8
2451570,136,1009,1,26,497.64
2451239,1612,688,1,26,259.22
2452250,1703,2918,1,26,216.32
2451431,1696,9462,1,26,232.44
2451741,1229,3444,1,26,61.36
2452505,39,2824,1,26,1201.46
2452383,379,3716,1,26,1277.64
2450947,487,4841,1,26,14.3
2452000,1448,7458,1,26,258.18
2451967,355,2148,1,26,966.16
2451189,1501,4677,1,26,1035.32
2451211,1180,7159,1,26,23.14
2451097,1783,8425,1,26,660.14
2452217,959,2388,1,26,484.9
2452615,1789,2699,1,26,1009.32
2451007,517,6544,1,26,1207.44
2451882,113,57,1,26,1850.42
2452468,1155,211,1,26,661.44
2452092,113,6742,1,26,212.42
2451865,679,4139,1,26,37.18
2451101,853,3954,1,26,521.56
2451776,20,560,1,26,521.56
2451184,92,1041,1,26,210.08
2451566,910,3829,1,26,180.18
2452350,827,1091,1,26,1830.14
2451541,1786,4370,1,26,287.3
2452080,1261,9091,1,26,2089.36
2452247,703,61,1,26,357.24
2452273,1361,2889,1,26,420.94
2451152,49,2423,1,26,2416.7
2452592,1713,3339,1,26,290.68
2452426,1257,7945,1,26,686.4
2452359,1167,4462,1,26,14.56
2451928,770,9586,1,26,984.88
2451838,751,6756,1,26,349.18
2451094,1088,6921,1,26,129.74
2452238,731,4213,1,26,2265.12
2451625,1780,1170,1,26,113.36
2451420,931,308,1,26,471.9
2452233,621,5276,1,26,659.62
2451905,962,2527,1,26,556.4
2451443,794,3965,1,26,1169.74
2452789,1728,2508,1,26,791.7
2452009,227,4418,1,26,72.54
2451300,1603,2223,1,26,191.62
2452269,709,9573,1,26,19.76
2452043,1279,9933,1,26,953.94
2452446,1515,8205,1,26,1317.68
2451594,691,7135,1,26,935.48
2452294,513,3347,1,26,1571.44
2452157,701,7779,1,26,1704.04
2451181,824,6262,1,26,577.46
2451071,694,1969,1,26,233.22
2452306,659,8850,1,26,1165.84
2451781,308,9511,1,26,23.4
2452693,1477,4169,1,26,1687.66
2451591,934,4208,1,26,260.78
2451492,73,1263,1,26,775.58
2451872,89,8996,1,26,1179.36
2452345,185,9911,1,26,2847.78
2452356,1321,9911,1,26,968.5
2451919,349,9615,1,26,992.68
2451086,280,1042,1,26,752.7
2451507,1699,1546,1,26,34.32
2451158,1730,3083,1,26,322.92
2451522,610,1992,1,26,121.94
2451927,506,1474,1,26,2067
2451190,1117,9394,1,26,2609.1
2452341,427,3733,1,26,699.66
2451618,715,3755,1,26,219.96
2451247,1210,263,1,26,189.02
2452685,24,8128,1,26,981.76
2451671,1427,4493,1,26,913.9
2452287,83,1499,1,26,300.82
2451769,1010,8163,1,26,970.06
2451914,421,5936,1,26,685.88
2452768,157,2142,1,26,741.26
2452205,1227,1253,1,26,2194.4
2452713,1449,8653,1,26,612.56
2451751,1154,3460,1,26,593.06
2452356,483,3997,1,26,909.22
2451698,1099,4195,1,26,280.02
2452661,529,7450,1,26,41.86
2451661,1436,4059,1,26,557.96
2451149,409,7385,1,26,92.56
2452646,1140,1750,1,26,2096.9
2451316,1531,7787,1,26,289.64
2451243,1291,2028,1,26,408.46
2451454,394,9457,1,26,189.54
2451535,554,392,1,26,679.38
2451468,1141,5882,1,26,888.42
2451775,865,5053,1,26,310.18
2451106,754,4020,1,26,2864.16
2452586,31,9215,1,26,153.4
2451479,470,796,1,26,1568.06
2452616,1005,9226,1,26,2298.92
2452672,1758,8725,1,26,758.42
2451029,79,7749,1,26,682.76
2452698,1125,7986,1,26,602.42
2451041,1520,7741,1,26,970.06
2451672,26,3024,1,26,663.26
2452523,1093,548,1,26,2209.22
2451643,362,6810,1,26,569.14
2452593,12,5587,1,26,1444.56
2450887,644,543,1,26,767.78
2451175,808,3468,1,26,271.96
2451401,760,8132,1,26,2254.2
2451383,22,3031,1,26,680.94
2451867,1169,3734,1,26,0
2451961,830,5692,1,26,155.48
2451254,619,69,1,26,106.6
2452287,767,4248,1,26,926.64
2452376,871,4820,1,26,652.6
2452227,1209,4831,1,26,663.78
2452290,1125,189,1,26,533.78
2450967,1687,324,1,26,64.22
2451560,985,4242,1,26,407.68
2451006,1364,1738,1,26,2140.84
2451890,25,6775,1,26,256.36
2452599,229,4424,1,26,956.02
2452461,925,8186,1,26,1570.66
2452308,301,6364,1,26,235.56
2452298,261,2048,1,26,2173.34
2451849,1363,118,1,26,407.16
2452625,957,7260,1,26,352.82
2452277,627,7904,1,26,102.18
2451519,1790,3068,1,26,1209.26
2451781,854,9365,1,26,534.82
2452277,1735,4094,1,26,2248.48
2452515,1741,2047,1,26,332.28
2451430,1039,3995,1,26,55.38
2451065,110,4675,1,26,921.18
2451586,1150,4824,1,26,951.86
2450983,1360,3312,1,26,762.32
2451227,1126,8819,1,26,945.88
2452253,1795,7168,1,26,1593.54
2451789,611,1691,1,26,1146.86
2452594,805,5483,1,26,1267.76
2451158,1414,6025,1,26,501.02
2452173,935,2506,1,26,1288.04
2451202,908,830,1,26,810.16
2452245,1041,894,1,26,717.08
2451875,911,7831,1,26,624.26
2451255,1132,4300,1,26,181.48
2451188,439,961,1,26,1085.5
2451231,1640,5194,1,26,485.68
2451150,1729,5968,1,26,94.64
2452346,1629,9221,1,26,3567.72
2451494,226,4641,1,26,2154.62
2451048,487,9555,1,26,485.16
2451314,1382,8321,1,26,2153.06
2452653,343,9736,1,26,704.34
2452370,101,926,1,26,2374.84
2451678,1613,2357,1,26,15.86
2451952,233,8497,1,26,36.92
2451965,609,8497,1,26,1567.02
2451977,1544,7319,1,26,370.24
2452750,510,6681,1,26,76.18
2451964,1189,8531,1,26,366.08
2451766,1673,4193,1,26,2007.72
2451295,535,3495,1,26,680.68
2451687,1442,255,1,26,361.66
2451818,1088,7001,1,26,204.36
2451028,70,9556,1,26,2829.58
2452590,1254,5796,1,26,404.56
2452687,997,4653,1,26,63.96
2451257,37,7903,1,26,18.2
2451542,26,1750,1,26,449.02
2451503,1747,6270,1,26,1273.74
2451493,254,5848,1,26,298.74
2452288,263,6862,1,26,2086.76
2451145,1309,9254,1,26,3098.16
2452323,1025,2459,1,26,148.46
2452040,23,789,1,26,690.82
2452627,1224,3887,1,26,146.38
2451227,1732,8134,1,26,1785.42
2451507,127,8905,1,26,1146.08
2451847,920,1693,1,26,659.1
2451986,313,6156,1,26,2077.4
2452333,1329,6493,1,26,2303.34
2452557,795,2117,1,26,971.62
2451464,1528,4374,1,26,2137.2
2451284,1538,5313,1,26,1535.3
2451228,628,7109,1,26,2617.68
2452644,462,7657,1,26,620.36
2451681,563,4664,1,26,416.26
2452059,793,4232,1,26,1988.22
2452229,225,6364,1,26,754
2452050,344,9222,1,26,3909.36
2452320,455,8132,1,26,661.44
2451247,223,8594,1,26,1366.82
2452162,131,7678,1,26,431.34
2452179,1345,336,1,26,264.42
2451284,769,2965,1,26,393.64
2451246,1411,2965,1,26,1462.76
2452214,1793,1335,1,26,305.5
2451294,646,6716,1,26,72.28
2451380,1744,5548,1,26,2299.96
2451521,1081,337,1,26,775.84
2452200,83,4762,1,26,177.06
2451511,310,9708,1,26,262.34
2452412,1047,6548,1,26,1383.46
2451707,1376,5258,1,26,286.26
2450933,793,3571,1,26,1793.74
2452679,499,9348,1,26,442.52
2452269,31,8066,1,26,2621.06
2451315,1118,9567,1,26,211.38
2451092,412,1969,1,26,979.68
2451205,1423,1280,1,26,120.38
2451170,913,3231,1,26,2109.12
2452338,1389,4329,1,26,223.34
2451809,1753,1572,1,26,5.98
2451679,935,5762,1,26,722.28
2451991,23,2001,1,26,2665.26
2452641,253,2228,1,26,220.48
2452249,273,1944,1,26,1226.94
2452663,1782,7669,1,26,232.44
2451810,1033,5904,1,26,1144.26
2452377,1158,8451,1,26,929.24
2451280,589,3661,1,26,2968.16
2452421,1554,6016,1,26,1127.88
2451691,4,7203,1,26,2637.18
2451774,1411,5431,1,26,2350.92
2451321,1702,7783,1,26,42.12
2451278,1100,1491,1,26,588.12
2452702,1147,6482,1,26,1954.16
2452587,1239,9809,1,26,166.92
2452327,1399,8509,1,26,1852.76
2451087,134,8993,1,26,327.34
2451926,716,7988,1,26,696.54
2451635,187,9957,1,26,505.7
2451466,434,4190,1,26,1176.24
2452666,1441,3041,1,26,226.46
2451105,1402,5006,1,26,0
2451750,665,8824,1,26,950.56
2451881,131,4631,1,26,1126.32
2450877,667,6580,1,26,914.16
2451580,116,5064,1,26,473.72
2451724,1400,9232,1,26,635.7
2452640,1675,1467,1,26,1129.7
2451479,1766,5416,1,26,123.5
2452224,909,9552,1,26,151.58
2451534,1538,5459,1,26,52
2452236,1083,711,1,26,2080.26
2451994,961,6810,1,26,562.12
2452804,285,9279,1,26,581.1
2452674,1650,6931,1,26,139.1
2452663,27,8510,1,26,173.94
2452575,1573,8567,1,26,56.68
2451144,1084,1373,1,26,1396.46
2451921,1273,5053,1,26,456.3
2452316,671,7184,1,26,1623.7
2452057,415,4851,1,26,1193.4
2452664,429,9506,1,26,400.14
2451936,566,1259,1,26,198.12
2451622,68,9933,1,26,1361.62
2452345,393,7135,1,26,88.66
2452228,173,7476,1,26,1205.36
2452260,1693,531,1,26,527.8
2451180,800,3829,1,26,1381.38
2451673,836,5384,1,26,382.98
2452319,1133,1830,1,26,53.82
2451271,452,1102,1,26,393.64
2450982,1630,1861,1,26,565.76
2451718,248,9639,1,26,3115.32
2451657,385,3843,1,26,1232.14
2451957,1255,8451,1,26,590.72
2451898,1171,4627,1,26,182.78
2451557,1462,5417,1,26,689.26
2450846,1676,7772,1,26,473.98
2452341,405,787,1,25,417.25
,159,8959,1,25,287.5
2451141,1033,1469,1,25,1629.75
2451523,556,3850,1,25,859.5
2452029,1037,1738,1,25,64.5
2452669,867,554,1,25,555.5
2451678,682,8837,1,25,1011
2450876,1648,4620,1,25,1741.5
2450896,1228,7566,1,25,89.75
2452009,1373,7017,1,25,2095.75
2451957,1559,2908,1,25,287.75
2451963,1375,1383,1,25,371.75
2451142,1540,5804,1,25,210.75
2452340,919,6507,1,25,1210.5
2452699,477,1165,1,25,936.25
2452286,547,2787,1,25,246
2452362,427,2886,1,25,1113.75
2451969,1634,8416,1,25,1143
2451235,316,8241,1,25,2147
2452250,1691,9847,1,25,1468.5
2452400,1451,6422,1,25,502.25
2452240,1111,8733,1,25,463
2451267,235,8906,1,25,533.25
2452667,175,4125,1,25,465.5
2451197,1556,3064,1,25,942.5
2451375,646,9263,1,25,388
2451593,178,1292,1,25,1016.25
2451202,374,8392,1,25,551.25
2452487,1723,9857,1,25,865.75
2452337,1327,7352,1,25,890.5
2452248,223,7352,1,25,1395.25
2451260,230,2392,1,25,1137.5
2451343,952,1206,1,25,412.75
2451176,1388,1103,1,25,533
2451580,1610,6768,1,25,1302.5
2451949,1358,1811,1,25,3126.75
2452337,743,6895,1,25,949
2451656,307,9988,1,25,296.75
2452478,37,4259,1,25,301.5
2452561,315,7840,1,25,158.5
2452312,831,3113,1,25,263.25
2451942,1046,9786,1,25,1476.5
2451480,610,9147,1,25,1195.25
2451903,614,6132,1,25,1674
2451366,550,9369,1,25,606
2452383,1003,182,1,25,237.75
2450999,700,7762,1,25,451.25
2451970,293,2810,1,25,310.5
2451095,415,5740,1,25,187.25
2452516,1566,8332,1,25,44.25
2451839,13,2616,1,25,3243.25
2451205,1192,8939,1,25,930.75
2451594,1772,4746,1,25,2900.75
2451992,113,5000,1,25,239.75
2452304,389,6901,1,25,1742
2451137,1006,405,1,25,1178.25
2451926,865,681,1,25,493.5
2451675,1178,8688,1,25,457.5
2452058,1181,4079,1,25,1302.25
2451157,847,9600,1,25,3016.25
2451207,560,2494,1,25,186
2451274,1567,5792,1,25,48.5
2452308,1279,8290,1,25,689.25
2452210,401,4242,1,25,3062.25
2452078,337,1551,1,25,1786
2452401,1605,7899,1,25,1283.25
2452748,495,6673,1,25,185.75
2452327,201,5151,1,25,529.75
2451930,239,8832,1,25,271.25
2452338,997,9286,1,25,866
2451995,791,7918,1,25,631
2451606,770,1988,1,25,38.5
2451567,1693,2748,1,25,1115.75
2451928,295,3278,1,25,492.75
2452449,426,8590,1,25,2976.25
2452310,891,3727,1,25,255.75
2452304,1511,1242,1,25,1511.5
2451395,980,4124,1,25,502.5
2452624,417,3600,1,25,2805.25
2451839,500,3128,1,25,239
2452631,1722,9133,1,25,639.5
2451585,848,5914,1,25,4420.5
2452270,389,2121,1,25,348.5
2452309,1705,3895,1,25,123.25
2451190,1448,2975,1,25,1831.25
2451539,1459,6471,1,25,715.25
2451587,1597,9541,1,25,222.5
2452400,66,9472,1,25,83.75
2451843,620,5379,1,25,1210.75
2451242,1021,633,1,25,239.75
2451184,1693,4640,1,25,227.25
2451872,89,3864,1,25,555
2451720,823,130,1,25,214.25
2452444,1431,3501,1,25,363.75
2451245,1558,6725,1,25,1569.75
2452014,861,5640,1,25,0
2451508,925,1525,1,25,331.25
2451545,392,8383,1,25,2041
2451553,565,1385,1,25,2647.75
2451243,1306,746,1,25,54.25
2451833,1406,6323,1,25,972.5
2452390,855,7422,1,25,460
2451574,772,1219,1,25,16.75
2451517,16,9586,1,25,87.75
2451965,1715,9191,1,25,666
2452291,1025,3295,1,25,108
2451753,997,3818,1,25,1249
2452343,1403,2890,1,25,469.25
2452596,1203,2753,1,25,225.75
2452188,81,1327,1,25,1328.75
2452432,288,6254,1,25,760.75
2451345,1036,1123,1,25,817.25
2452678,984,9059,1,25,2285.25
2452003,683,5094,1,25,314.5
2452315,1087,8779,1,25,574.75
2452285,639,3074,1,25,61.5
2451930,973,3659,1,25,186.75
2451004,997,8827,1,25,1057.75
2451536,571,1040,1,25,2378.5
2451872,749,6878,1,25,464
2451646,950,2137,1,25,724.5
2451393,778,2988,1,25,1264
2451735,1418,4292,1,25,941
2450835,1753,7046,1,25,1416
2452186,731,1719,1,25,511.25
2452214,73,8011,1,25,27.25
2452633,498,183,1,25,1803.25
2451829,242,2873,1,25,599
2451943,608,2848,1,25,2419.25
2452585,1623,3137,1,25,1501.25
2451545,448,7328,1,25,835.5
2452548,1075,7525,1,25,51.25
2451029,931,4016,1,25,2287.75
2451053,1262,5412,1,25,485.25
2451589,1160,5708,1,25,411.75
2451608,389,3673,1,25,1046
2452537,793,6864,1,25,404.5
2452643,354,6281,1,25,917
2452450,409,8323,1,25,880
2451751,1607,1391,1,25,176.75
2450953,1448,44,1,25,1150.75
2450902,1634,6524,1,25,237
2452348,1707,2866,1,25,3168.5
2451168,1556,1190,1,25,1997.25
2452769,888,8036,1,25,793.25
2451589,778,5425,1,25,580.5
2452344,1461,5993,1,25,176.5
2451845,1388,9191,1,25,135.5
2451716,1160,2821,1,25,198
2451916,749,2863,1,25,609.25
2451165,1048,6290,1,25,397.25
2451256,643,3713,1,25,627.25
2452179,555,7069,1,25,119.5
2451352,811,828,1,25,1102.25
2451138,1712,2746,1,25,32.25
2451135,44,3288,1,25,1204.25
2451458,769,983,1,25,1941.75
2451048,14,7360,1,25,926.25
2451153,652,708,1,25,1413
2452528,804,9586,1,25,108.25
2451717,1489,929,1,25,34
2452368,1113,4886,1,25,218.75
2451433,799,5922,1,25,388
2451464,1156,9710,1,25,26
2452097,1559,800,1,25,1779.25
2452721,1149,4146,1,25,68
2451885,434,3947,1,25,431.75
2451144,1738,4783,1,25,83
2452064,801,2571,1,25,0
2451452,644,2305,1,25,2643
2452614,843,8128,1,25,2664.5
2451358,949,3840,1,25,33.75
2451312,614,6068,1,25,1293.25
2451454,967,3987,1,25,1286.5
2452803,1183,4693,1,25,1307.75
2452756,1005,2142,1,25,111.25
2451023,1660,191,1,25,371
2452134,1163,1154,1,25,657.75
2451187,200,1610,1,25,63
2452392,411,4132,1,25,1201.75
2451441,118,3031,1,25,216.5
2451818,332,7259,1,25,1888.25
2450886,145,9484,1,25,1064.75
2451968,770,3383,1,25,230
2451091,535,6273,1,25,282.25
2451135,1549,8709,1,25,1132
2452522,1177,6955,1,25,695.25
2451337,58,6673,1,25,1766
2452127,463,7024,1,25,240.75
2451874,1538,6545,1,25,817.75
2452660,6,8061,1,25,3068.25
2452669,1101,2542,1,25,314.75
2451812,431,457,1,25,1300.5
2451246,163,5133,1,25,2101.75
2451042,1184,7025,1,25,37.75
2452273,1595,7626,1,25,1189.25
2452699,1218,9573,1,25,955
2452292,1469,5022,1,25,1178.5
2452239,1349,8763,1,25,1037.75
2452385,1603,4176,1,25,336.5
2451903,1507,442,1,25,107.75
2451475,259,7678,1,25,959.75
2452581,858,4810,1,25,480.75
2451288,412,8589,1,25,1122.5
2451557,1354,273,1,25,184.75
2452689,324,7023,1,25,453.75
2451635,1147,3805,1,25,9.75
2452339,83,4807,1,25,1576.75
2451558,832,4974,1,25,3396.25
2451549,266,7040,1,25,2888
2452053,20,2225,1,25,1199.75
2452706,123,457,1,25,1013
2451589,1346,6142,1,25,728.75
2451583,1039,4599,1,25,3525
2452572,723,525,1,25,393.25
2450885,1459,9441,1,25,467.75
2451876,1712,344,1,25,219
2452313,243,3215,1,25,269.75
2451276,928,7334,1,25,1704
2451896,871,8889,1,25,62.25
2452417,5,6491,1,25,309
2452269,925,2249,1,25,1897
2452701,876,6641,1,25,2616.75
2451201,1393,9802,1,25,51.5
2452189,1191,8349,1,25,684.25
2451987,167,5626,1,25,77.25
2451139,1633,5380,1,25,448.25
2452072,1053,8278,1,25,413.5
2451603,1682,8838,1,25,292
2452439,1711,8831,1,25,3833.75
2452334,1601,2145,1,25,1219.75
2451216,778,7386,1,25,706.75
2451710,1529,1427,1,25,341.25
2452771,1278,8752,1,25,2764.5
2452087,855,9951,1,25,311
2451275,182,6020,1,25,1241
2451400,73,9827,1,25,189.25
2452340,1327,3701,1,25,479
2452339,1631,5540,1,25,1603.75
2452497,235,9046,1,25,426.75
2452032,1130,1316,1,25,1.75
2452595,633,8365,1,25,4134
2452059,245,3085,1,25,344.5
2451181,1304,3556,1,25,1285.25
2452284,847,7243,1,25,1520.5
2451884,437,29,1,25,369
2452447,1722,3407,1,25,1280.25
2452312,633,9770,1,25,973.75
2452040,1435,6386,1,25,286.75
2452518,591,1365,1,25,1666
2452744,246,2441,1,25,2206.25
2452309,959,2441,1,25,1014.25
2452727,738,3274,1,25,538.5
2451372,91,9234,1,25,2806.25
2451969,1205,9327,1,25,96.75
2451816,1082,7981,1,25,340
2452098,449,680,1,25,1467.5
2451989,1615,924,1,25,2101.75
2452322,123,1716,1,25,864.75
2451828,740,6611,1,25,1308
2451227,824,5437,1,25,2380
2451883,632,252,1,25,3060.75
2451320,943,8678,1,25,44.25
2451363,85,7155,1,25,2813.75
2451907,1027,9938,1,25,380.75
2451073,637,4123,1,25,2272.5
2450885,1646,4300,1,25,1039
2452229,1029,8825,1,25,5.75
2452121,1307,1473,1,25,2406
2451957,125,1473,1,25,43.75
2450987,1645,5849,1,25,982
2451111,476,1104,1,25,184.5
2452735,72,8512,1,25,350
2451175,1345,7048,1,25,2836.5
2451335,1681,4942,1,25,417.25
2451571,538,7605,1,25,858.5
2451229,1210,3460,1,25,816
2452438,1701,9951,1,25,9
2452261,251,3777,1,25,1259.75
2451323,271,1734,1,25,534.5
2451042,770,9074,1,25,0
2451935,263,9370,1,25,1060
2451546,1694,8936,1,25,500
2452213,395,3488,1,25,249.75
2452645,1183,2932,1,25,781.75
2452591,1131,4696,1,25,2994.5
2451674,535,561,1,25,2510.25
2452457,1704,1211,1,25,40.75
2452256,1067,4754,1,25,895.5
2451912,101,2195,1,25,179
2451901,721,538,1,25,15.75
2451486,766,3427,1,25,2079.25
2451976,271,1856,1,25,2.75
2451664,244,4384,1,25,350
2451431,1208,4505,1,25,136.25
2451176,415,4767,1,25,1719.5
2451269,38,2276,1,25,158.25
2452088,1347,9088,1,25,899.75
2451548,898,598,1,25,255.5
2451289,1372,2937,1,25,801.75
2452659,1674,5358,1,25,2072
2452321,589,1739,1,25,1531.25
2451995,761,8849,1,25,3151.75
2452035,639,780,1,25,65.5
2451211,877,5142,1,25,1119.75
2451315,934,117,1,25,12.75
2452719,549,3628,1,25,1337.75
2451354,397,1730,1,25,299.25
2451768,677,2755,1,25,326.25
2452742,351,1914,1,25,419.5
2451941,65,6568,1,25,445.75
2452487,1165,4810,1,25,2321.25
2452495,1723,1188,1,25,478.5
2451885,637,5832,1,25,2597
2452625,1455,9809,1,25,1078
2451037,68,1713,1,25,297.5
2452252,1383,8463,1,25,58.25
2451935,764,4467,1,25,2621.75
2451160,122,2669,1,25,2236.75
2451714,265,4646,1,25,2768.75
2451285,788,9052,1,25,1215.25
2452584,957,6095,1,25,40
2452226,1111,98,1,25,3857.25
2451769,649,9217,1,25,0
2452044,345,3107,1,25,368.5
2451112,1747,9104,1,25,3106
2451164,1484,9104,1,25,3217.5
2452458,235,8752,1,25,585.75
2451251,217,4874,1,25,971.75
2451150,355,5899,1,25,1596.5
2452018,673,8863,1,25,135.75
2452631,859,644,1,25,561
2451695,926,2613,1,25,15.25
2451689,188,1453,1,25,1182.25
2452511,333,1908,1,25,3512.5
2452786,625,9726,1,25,1367
2451230,814,6885,1,25,1920.25
2451598,94,72,1,25,1333.25
2451132,1736,9012,1,25,128
2451320,1294,5859,1,25,488.25
2452017,675,905,1,25,63.5
2451103,463,4479,1,25,651.5
2452088,127,1793,1,25,848
2451151,1406,9322,1,25,1413.5
2451603,1688,3109,1,25,166.5
2451317,536,8424,1,25,1923.5
2451566,1180,9217,1,25,622.5
2452614,1081,2718,1,25,569.75
2451376,235,1142,1,25,285.25
2451364,1549,8691,1,25,154.75
2451309,1778,7827,1,25,145.25
2451163,1009,3050,1,25,101.75
2452728,213,3135,1,25,256.75
2452128,1245,1056,1,25,840.75
2451653,1699,217,1,25,720
2451138,460,7568,1,25,1553.5
