c_customer_sk,c_birth_year,c_birth_country,c_preferred_cust_flag
437,1989,"NEPAL","Y"
438,1965,"BOTSWANA","Y"
443,1924,"MACAO","Y"
446,1944,"SWAZILAND","Y"
447,1991,"NAMIBIA","Y"
448,1949,"LEBANON","Y"
460,1991,"CYPRUS","Y"
470,1941,"SYRIAN ARAB REPUBLIC","Y"
478,,"MALDIVES","Y"
482,1926,"LIECHTENSTEIN","Y"
487,1976,"TOGO","Y"
491,1946,"ITALY","Y"
498,1984,"SERBIA","Y"
507,1936,"UZBEKISTAN","Y"
539,1984,"NETHERLANDS ANTILLES","Y"
548,1936,"NIGERIA","Y"
568,1950,"AUSTRIA","Y"
580,1949,"BULGARIA","Y"
589,1991,"SERBIA","Y"
591,1989,"TIMOR-LESTE","Y"
611,1950,"ALBANIA","Y"
613,1940,"ISLE OF MAN","Y"
616,1950,"MONTSERRAT","Y"
627,1986,"RUSSIAN FEDERATION","Y"
643,1926,"KENYA","Y"
658,1944,"BENIN","Y"
659,1926,"FIJI","Y"
671,1924,"SRI LANKA","Y"
672,1941,"AZERBAIJAN","Y"
673,1989,"PANAMA","Y"
685,1950,"INDONESIA","Y"
695,1944,"WALLIS AND FUTUNA","Y"
696,1940,"HAITI","Y"
698,1961,"SURINAME","Y"
709,1976,"BAHAMAS","Y"
710,1940,"MALDIVES","Y"
718,,"CZECH REPUBLIC","Y"
732,1944,"GRENADA","Y"
742,1954,"UNITED KINGDOM","Y"
773,1949,"ANGUILLA","Y"
775,1946,"NORWAY","Y"
776,1989,"EL SALVADOR","Y"
792,1950,"NETHERLANDS","Y"
800,1944,"KUWAIT","Y"
804,1941,"GEORGIA","Y"
809,,"JAPAN","Y"
817,1965,"FAROE ISLANDS","Y"
825,1986,"EQUATORIAL GUINEA","Y"
838,1924,"AZERBAIJAN","Y"
841,1926,"MACAO","Y"
843,1976,"TAJIKISTAN","Y"
864,1986,"SOMALIA","Y"
870,1936,"NEW CALEDONIA","Y"
875,1954,"UNITED ARAB EMIRATES","Y"
879,1926,"SLOVENIA","Y"
881,1926,"CUBA","Y"
892,1950,"CUBA","Y"
900,1946,"NEW CALEDONIA","Y"
901,1961,"BAHRAIN","Y"
907,1991,"NEW ZEALAND","Y"
915,1950,"JERSEY","Y"
949,1954,"LUXEMBOURG","Y"
953,1941,"SWAZILAND","Y"
958,1986,"GUINEA","Y"
975,1976,"SOLOMON ISLANDS","Y"
987,1941,"TAJIKISTAN","Y"
992,1984,"ITALY","Y"
1005,1989,"ISLE OF MAN","Y"
1017,1936,"SIERRA LEONE","Y"
1036,1950,"PAPUA NEW GUINEA","Y"
1039,1986,"GEORGIA","Y"
1040,1944,"MONGOLIA","Y"
1056,1961,"BHUTAN","Y"
1065,1976,"UNITED KINGDOM","Y"
1088,1936,"PALAU","Y"
1092,1954,"CAMEROON","Y"
1106,1986,"CHINA","Y"
1115,1924,"SAN MARINO","Y"
1119,,"ESTONIA","Y"
1121,1946,"LEBANON","Y"
1125,1961,"MAYOTTE","Y"
1137,1940,"HONDURAS","Y"
1148,1941,"OMAN","Y"
1157,1991,"WALLIS AND FUTUNA","Y"
1170,1991,"FINLAND","Y"
1176,1941,"ICELAND","Y"
1186,1941,"PALAU","Y"
1188,1941,"INDIA","Y"
1195,1965,"DENMARK","Y"
1203,1940,"BURKINA FASO","Y"
1224,1991,"PALAU","Y"
1228,1944,"SWITZERLAND","Y"
1250,1965,"GREENLAND","Y"
1271,1941,"FRENCH POLYNESIA","Y"
1282,1954,"JAMAICA","Y"
1291,1961,"ALAND ISLANDS","Y"
1299,1976,"ALBANIA","Y"
1308,1950,"TURKMENISTAN","Y"
1329,,"ETHIOPIA","Y"
1348,1944,"CANADA","Y"
1349,1949,"CROATIA","Y"
1363,1949,"CANADA","Y"
1367,1989,"ANTARCTICA","Y"
1422,1989,"PERU","Y"
1433,1949,"ISLE OF MAN","Y"
1440,1984,"MALTA","Y"
1447,1940,"MONTSERRAT","Y"
1459,1984,"MONTENEGRO","Y"
1463,1984,"SAN MARINO","Y"
1468,1949,"CHRISTMAS ISLAND","Y"
1500,1944,"GUINEA-BISSAU","Y"
1506,1989,"SURINAME","Y"
1518,1936,"CÔTE D'IVOIRE","Y"
1520,1936,"FINLAND","Y"
1527,1940,"SLOVAKIA","Y"
1530,1936,"COSTA RICA","Y"
1540,1946,"SWEDEN","Y"
1557,1936,"NIGERIA","Y"
1577,1924,"LITHUANIA","Y"
1583,1954,"HONG KONG","Y"
1588,1961,"FIJI","Y"
1596,1991,"IRAQ","Y"
1598,1984,"QATAR","Y"
1608,1976,"BAHAMAS","Y"
1611,1954,"MALDIVES","Y"
1622,1944,"AFGHANISTAN","Y"
1624,1950,"BELGIUM","Y"
1629,,"CHILE","Y"
1650,1950,"BAHAMAS","Y"
1662,1954,"SAINT LUCIA","Y"
1665,1944,"TUNISIA","Y"
1674,,"ZIMBABWE","Y"
1676,1926,"COSTA RICA","Y"
1682,,"BELGIUM","Y"
1683,1936,"KENYA","Y"
1705,1940,"MADAGASCAR","Y"
1720,1940,"MONACO","Y"
1721,1926,"BELARUS","Y"
1730,1926,"ARGENTINA","Y"
1750,1944,"RUSSIAN FEDERATION","Y"
1754,1984,"BAHRAIN","Y"
1755,1926,"PALAU","Y"
1761,1961,"TAJIKISTAN","Y"
1764,1976,"INDONESIA","Y"
1798,1991,"VIRGIN ISLANDS, U.S.","Y"
1800,1946,"BANGLADESH","Y"
1801,,"LUXEMBOURG","Y"
1808,1924,"HONG KONG","Y"
1814,1949,"AZERBAIJAN","Y"
1828,1944,"JERSEY","Y"
1835,1936,"SAN MARINO","Y"
1838,1941,"SWAZILAND","Y"
1842,1944,"VENEZUELA","Y"
1850,1976,"NAURU","Y"
1851,1976,"UNITED STATES","Y"
1897,1940,"IRAQ","Y"
1914,1950,"CYPRUS","Y"
1931,1986,"GUINEA-BISSAU","Y"
1934,,"CYPRUS","Y"
1960,1924,"KAZAKHSTAN","Y"
1962,1941,"AUSTRALIA","Y"
1965,1944,"UKRAINE","Y"
1975,1961,"ECUADOR","Y"
1988,1926,"OMAN","Y"
2002,1944,"ANTIGUA AND BARBUDA","Y"
2020,1965,"NAURU","Y"
2024,1961,"FAROE ISLANDS","Y"
2027,1924,"BRAZIL","Y"
2048,1965,"NIGER","Y"
2053,1946,"UGANDA","Y"
2057,1965,"NORWAY","Y"
2066,1936,"NICARAGUA","Y"
2070,1954,"UNITED KINGDOM","Y"
2084,1989,"GREENLAND","Y"
2088,1946,"PAPUA NEW GUINEA","Y"
2109,1944,"EQUATORIAL GUINEA","Y"
2111,1954,"MALTA","Y"
2112,1984,"BELARUS","Y"
2113,1950,"GUINEA-BISSAU","Y"
2115,1954,"LIECHTENSTEIN","Y"
2121,1950,"MALAYSIA","Y"
2140,1961,"MONACO","Y"
2146,1961,"CAMBODIA","Y"
2154,1989,"SLOVAKIA","Y"
2155,1991,"SWITZERLAND","Y"
2162,1949,"GABON","Y"
2174,1936,"TIMOR-LESTE","Y"
2178,1936,"IRAQ","Y"
2195,1989,"SUDAN","Y"
2201,1986,"AZERBAIJAN","Y"
2219,1954,"BAHAMAS","Y"
2232,1965,"NETHERLANDS ANTILLES","Y"
2239,1949,"SLOVAKIA","Y"
2264,1949,"FAROE ISLANDS","Y"
2268,1961,"NAURU","Y"
2269,1986,"BOLIVIA","Y"
2277,1965,"BOTSWANA","Y"
2321,1926,"BOTSWANA","Y"
2324,1954,"LEBANON","Y"
2326,1976,"IRELAND","Y"
2335,1949,"CAPE VERDE","Y"
2340,1991,"SAMOA","Y"
2347,1950,"GUYANA","Y"
2350,1986,"FRANCE","Y"
2351,1926,"TUNISIA","Y"
2353,1926,"UGANDA","Y"
2381,1944,"GUATEMALA","Y"
2402,1965,"AMERICAN SAMOA","Y"
2407,1986,"AZERBAIJAN","Y"
2409,1944,"CHRISTMAS ISLAND","Y"
2435,1961,"TURKMENISTAN","Y"
2452,1954,"LITHUANIA","Y"
2464,1941,"SWEDEN","Y"
2471,1924,"EQUATORIAL GUINEA","Y"
2473,1961,"JAPAN","Y"
2474,1944,"FIJI","Y"
2510,1949,"TURKMENISTAN","Y"
2522,1984,"MALAWI","Y"
2543,1924,"MAURITIUS","Y"
2551,1950,"BELIZE","Y"
2592,1941,"AFGHANISTAN","Y"
2593,1984,"CYPRUS","Y"
2596,1950,"PUERTO RICO","Y"
2604,1984,"AUSTRIA","Y"
2605,1946,"GERMANY","Y"
2611,1984,"HONG KONG","Y"
2624,1936,"ANGOLA","Y"
2631,1986,"SAN MARINO","Y"
2653,1924,"TOKELAU","Y"
2659,1986,"MACAO","Y"
2672,1944,"LESOTHO","Y"
2684,1946,"SYRIAN ARAB REPUBLIC","Y"
2687,1989,"FRANCE","Y"
2690,1924,"CHRISTMAS ISLAND","Y"
2691,1991,"PARAGUAY","Y"
2715,1940,"ANDORRA","Y"
2720,1986,"SAMOA","Y"
2728,1984,"COMOROS","Y"
2747,1965,"ANTIGUA AND BARBUDA","Y"
2750,1965,"ARUBA","Y"
2752,1961,"GUADELOUPE","Y"
2759,1924,"SWEDEN","Y"
2769,1941,"FRENCH POLYNESIA","Y"
2773,1961,"AUSTRALIA","Y"
2788,1949,"MOZAMBIQUE","Y"
2793,1950,"FRENCH GUIANA","Y"
2796,1950,"TURKMENISTAN","Y"
2821,1984,"PANAMA","Y"
2822,1940,"KENYA","Y"
2826,1984,"AUSTRIA","Y"
2829,1991,"QATAR","Y"
2833,1944,"TIMOR-LESTE","Y"
2836,1924,"WALLIS AND FUTUNA","Y"
2848,1965,"BURKINA FASO","Y"
2849,1950,"VANUATU","Y"
2863,1950,"BURKINA FASO","Y"
2892,1944,"VANUATU","Y"
2894,1926,"FRENCH GUIANA","Y"
2911,1941,"PORTUGAL","Y"
2920,1941,"GUADELOUPE","Y"
2935,1926,"BAHAMAS","Y"
2941,1965,"KIRIBATI","Y"
2963,1986,"SWITZERLAND","Y"
2978,1924,"ARUBA","Y"
2999,1984,"MALI","Y"
3005,1965,"SLOVENIA","Y"
3013,1954,"LIBERIA","Y"
3019,1950,"MAURITIUS","Y"
3024,1984,"SRI LANKA","Y"
3031,1944,"EGYPT","Y"
3033,1944,"ESTONIA","Y"
3037,1940,"NAURU","Y"
3048,1926,"BOLIVIA","Y"
3054,1950,"INDIA","Y"
3064,1965,"SAMOA","Y"
3095,1946,"HUNGARY","Y"
3106,1976,"FRANCE","Y"
3107,1961,"BELGIUM","Y"
3109,1986,"MALTA","Y"
3112,1954,"NEPAL","Y"
3115,1986,"ALBANIA","Y"
3118,1976,"SLOVENIA","Y"
3124,1989,"SEYCHELLES","Y"
3125,1989,"ALGERIA","Y"
3130,1961,"NAMIBIA","Y"
3141,1936,"POLAND","Y"
3144,1984,"EQUATORIAL GUINEA","Y"
3147,1936,"ZAMBIA","Y"
3155,1961,"KIRIBATI","Y"
3175,,"CAMEROON","Y"
3180,1949,"BOTSWANA","Y"
3181,1984,"ALAND ISLANDS","Y"
3184,1991,"NETHERLANDS","Y"
3198,1976,"AZERBAIJAN","Y"
3208,1986,"SWEDEN","Y"
3214,1936,"GUATEMALA","Y"
3216,1944,"ANGOLA","Y"
3229,1991,"ARUBA","Y"
3236,1965,"GABON","Y"
3253,1926,"CHILE","Y"
3256,1949,"BELARUS","Y"
3267,,"FIJI","Y"
3277,1989,"THAILAND","Y"
3290,1976,"GREECE","Y"
3295,1986,"QATAR","Y"
3299,1940,"WESTERN SAHARA","Y"
3312,1976,"LEBANON","Y"
3318,1924,"KIRIBATI","Y"
3321,1976,"SURINAME","Y"
3324,1926,"NEW CALEDONIA","Y"
3334,1954,"MOROCCO","Y"
3337,1965,"PERU","Y"
3360,1946,"ANDORRA","Y"
3366,1961,"TAJIKISTAN","Y"
3375,1991,"FAROE ISLANDS","Y"
3378,1976,"UZBEKISTAN","Y"
3391,1965,"YEMEN","Y"
3396,1965,"GUAM","Y"
3397,1926,"AMERICAN SAMOA","Y"
3404,1965,"THAILAND","Y"
3414,1950,"MOZAMBIQUE","Y"
3453,1965,"GEORGIA","Y"
3463,1965,"PALAU","Y"
3472,1961,"PARAGUAY","Y"
3496,1986,"VIET NAM","Y"
3508,1944,"UKRAINE","Y"
3511,1991,"TONGA","Y"
3513,1991,"SAINT LUCIA","Y"
3516,1984,"BENIN","Y"
3519,1961,"CZECH REPUBLIC","Y"
3536,1984,"GREECE","Y"
3541,1991,"VANUATU","Y"
3552,1936,"TUNISIA","Y"
3582,1924,"BULGARIA","Y"
3589,1961,"FRENCH GUIANA","Y"
3600,1941,"VIRGIN ISLANDS, U.S.","Y"
3632,1986,"MALAYSIA","Y"
3640,1984,"MARSHALL ISLANDS","Y"
3644,1984,"GIBRALTAR","Y"
3669,1941,"KENYA","Y"
3674,1991,"AZERBAIJAN","Y"
3680,1965,"GAMBIA","Y"
3683,1950,"GHANA","Y"
3698,1949,"NORFOLK ISLAND","Y"
3711,1936,"GIBRALTAR","Y"
3720,1954,"HUNGARY","Y"
3723,1944,"HAITI","Y"
3731,1944,"CANADA","Y"
3738,1944,"TIMOR-LESTE","Y"
3774,1984,"CAPE VERDE","Y"
3778,1965,"SURINAME","Y"
3793,1926,"TIMOR-LESTE","Y"
3811,1949,"ALGERIA","Y"
3824,1924,"TAJIKISTAN","Y"
3835,1961,"ARUBA","Y"
3836,1984,"TURKMENISTAN","Y"
3837,1926,"KIRIBATI","Y"
3845,1989,"SOUTH AFRICA","Y"
3850,1989,"JAMAICA","Y"
3860,1950,"HONDURAS","Y"
3870,1944,"ARMENIA","Y"
3880,1989,"INDONESIA","Y"
3912,1961,"SOLOMON ISLANDS","Y"
3931,1965,"NICARAGUA","Y"
3936,1940,"JERSEY","Y"
3937,1926,"LIBERIA","Y"
3957,1961,"BRAZIL","Y"
3958,1954,"PERU","Y"
3969,1950,"SIERRA LEONE","Y"
4002,1965,"GERMANY","Y"
4009,1984,"NIGER","Y"
4013,1926,"HAITI","Y"
4018,1936,"SWITZERLAND","Y"
4028,1986,"NEW CALEDONIA","Y"
4030,1940,"SUDAN","Y"
4036,1954,"FINLAND","Y"
4068,1944,"GREECE","Y"
4071,1940,"BOLIVIA","Y"
4084,1924,"BERMUDA","Y"
4085,1924,"LIBERIA","Y"
4090,1986,"SWEDEN","Y"
4097,1944,"PHILIPPINES","Y"
4133,1954,"SAN MARINO","Y"
4136,1946,"CROATIA","Y"
4144,1924,"QATAR","Y"
4147,1991,"ANGOLA","Y"
4178,1984,"AFGHANISTAN","Y"
4186,1965,"NEW ZEALAND","Y"
4223,1950,"SERBIA","Y"
4232,1949,"SURINAME","Y"
4239,1941,"BOTSWANA","Y"
4243,1941,"VIET NAM","Y"
4255,1936,"NEPAL","Y"
4262,1924,"BENIN","Y"
4263,1949,"ZIMBABWE","Y"
4266,,"SAMOA","Y"
4274,1940,"TOKELAU","Y"
4286,1936,"NETHERLANDS ANTILLES","Y"
4298,1924,"ETHIOPIA","Y"
4299,1991,"CUBA","Y"
4309,1949,"GHANA","Y"
4313,1944,"CANADA","Y"
4323,1924,"CZECH REPUBLIC","Y"
4353,1950,"LIECHTENSTEIN","Y"
4366,1976,"BELARUS","Y"
4391,1989,"MONTENEGRO","Y"
4400,1989,"PORTUGAL","Y"
4405,1950,"NICARAGUA","Y"
4424,,"SRI LANKA","Y"
4433,1965,"BENIN","Y"
4436,1954,"EL SALVADOR","Y"
4438,1944,"SINGAPORE","Y"
4464,1984,"BOUVET ISLAND","Y"
4466,1936,"UGANDA","Y"
4485,1946,"GABON","Y"
4502,1926,"HONG KONG","Y"
4503,1926,"COMOROS","Y"
4515,1954,"CAPE VERDE","Y"
4517,1941,"SAINT HELENA","Y"
4538,1936,"NEW CALEDONIA","Y"
4539,1946,"CROATIA","Y"
4540,1936,"HONDURAS","Y"
4555,1926,"VANUATU","Y"
4562,1926,"UNITED KINGDOM","Y"
4579,1940,"BELIZE","Y"
4594,1950,"MOLDOVA, REPUBLIC OF","Y"
4606,1991,"MONACO","Y"
4612,1991,"MONGOLIA","Y"
4620,1941,"GAMBIA","Y"
4626,1976,"NIGER","Y"
4650,1936,"GUAM","Y"
4659,1941,"INDIA","Y"
4694,1986,"SLOVENIA","Y"
4695,1944,"MARTINIQUE","Y"
4699,1944,"NEW ZEALAND","Y"
4710,1986,"CAYMAN ISLANDS","Y"
4726,1924,"ISRAEL","Y"
4738,1936,"CAMBODIA","Y"
4778,1991,"PARAGUAY","Y"
4779,1965,"PHILIPPINES","Y"
4781,1961,"VIET NAM","Y"
4804,1926,"BELGIUM","Y"
4807,1936,"NAURU","Y"
4825,1936,"BAHRAIN","Y"
4838,1965,"SWAZILAND","Y"
4841,1961,"EQUATORIAL GUINEA","Y"
4854,1946,"PERU","Y"
4857,1954,"SWAZILAND","Y"
4859,1924,"GRENADA","Y"
4865,1965,"UGANDA","Y"
4867,1965,"GHANA","Y"
4886,1946,"SUDAN","Y"
4887,1926,"PERU","Y"
4926,1989,"ANGOLA","Y"
4932,1976,"SAINT HELENA","Y"
4934,1946,"MALAWI","Y"
4942,1989,"NETHERLANDS","Y"
4943,,"TOGO","Y"
4945,1926,"GUATEMALA","Y"
4964,1936,"LIECHTENSTEIN","Y"
4977,1984,"CHRISTMAS ISLAND","Y"
4998,1944,"MARSHALL ISLANDS","Y"
5000,1946,"UZBEKISTAN","Y"
5003,1936,"LESOTHO","Y"
5012,1986,"FIJI","Y"
5017,1961,"ZAMBIA","Y"
5019,1965,"FIJI","Y"
5025,1949,"GAMBIA","Y"
5028,1961,"SOMALIA","Y"
5031,1954,"MYANMAR","Y"
5046,1976,"CAMEROON","Y"
5053,1926,"HONDURAS","Y"
5058,1946,"MADAGASCAR","Y"
5062,1924,"MAURITIUS","Y"
5066,1965,"NIGER","Y"
5090,1949,"MEXICO","Y"
5101,1940,"MAYOTTE","Y"
5109,1940,"BURKINA FASO","Y"
5114,1984,"IRELAND","Y"
5115,1991,"INDIA","Y"
5138,1941,"ANDORRA","Y"
5159,1991,"ARUBA","Y"
5160,1989,"SAMOA","Y"
5163,1940,"BAHRAIN","Y"
5170,1949,"BELGIUM","Y"
5171,1986,"MALDIVES","Y"
5175,1936,"FRENCH POLYNESIA","Y"
5176,1924,"TUVALU","Y"
5184,,"UNITED ARAB EMIRATES","Y"
5194,1961,"DOMINICA","Y"
5207,1954,"QATAR","Y"
5219,1954,"EL SALVADOR","Y"
5228,1986,"NAMIBIA","Y"
5232,1940,"NEPAL","Y"
5254,1950,"BARBADOS","Y"
5260,1984,"ZAMBIA","Y"
5286,1949,"MONACO","Y"
5297,1954,"NORWAY","Y"
5305,1950,"MADAGASCAR","Y"
5306,1989,"ARUBA","Y"
5320,1924,"INDIA","Y"
5341,1940,"MAURITANIA","Y"
5344,1961,"FRANCE","Y"
5353,1954,"ANGOLA","Y"
5354,1944,"SAMOA","Y"
5362,1924,"FIJI","Y"
5376,1991,"WALLIS AND FUTUNA","Y"
5389,1926,"FRENCH GUIANA","Y"
5418,1989,"HONDURAS","Y"
5430,1941,"NAMIBIA","Y"
5431,1986,"UNITED STATES","Y"
5444,1991,"SOMALIA","Y"
5448,1989,"WALLIS AND FUTUNA","Y"
5451,1976,"TURKEY","Y"
5456,,"SLOVAKIA","Y"
5470,1924,"BELARUS","Y"
5476,1926,"HONG KONG","Y"
5477,1976,"TURKMENISTAN","Y"
5487,1926,"GABON","Y"
5493,1984,"MALAYSIA","Y"
5516,1940,"LITHUANIA","Y"
5520,1946,"CÔTE D'IVOIRE","Y"
5532,1924,"WALLIS AND FUTUNA","Y"
5560,1984,"SAINT LUCIA","Y"
5567,1940,"VANUATU","Y"
5571,1989,"CHINA","Y"
5574,1961,"SOUTH AFRICA","Y"
5585,1991,"NICARAGUA","Y"
5588,1926,"MAYOTTE","Y"
5593,1984,"TONGA","Y"
5604,1944,"SOLOMON ISLANDS","Y"
5609,1984,"ANTIGUA AND BARBUDA","Y"
5619,1954,"MALTA","Y"
5642,1986,"PERU","Y"
5656,1926,"SOMALIA","Y"
5673,1965,"CZECH REPUBLIC","Y"
5690,1991,"PAPUA NEW GUINEA","Y"
5701,1940,"TRINIDAD AND TOBAGO","Y"
5704,1950,"NEW CALEDONIA","Y"
5735,1986,"SERBIA","Y"
5738,1950,"MONACO","Y"
5752,1950,"NEPAL","Y"
5759,1986,"TOKELAU","Y"
5779,1949,"ARGENTINA","Y"
5783,1946,"QATAR","Y"
5841,1949,"GUINEA","Y"
5844,1950,"SAMOA","Y"
5853,1986,"CÔTE D'IVOIRE","Y"
5860,,"LIBERIA","Y"
5904,1965,"BERMUDA","Y"
5912,1989,"UKRAINE","Y"
5934,1944,"GIBRALTAR","Y"
5936,1976,"SOMALIA","Y"
5944,1924,"AZERBAIJAN","Y"
5955,1949,"NEW ZEALAND","Y"
5984,1954,"SOLOMON ISLANDS","Y"
5991,1961,"NETHERLANDS ANTILLES","Y"
5992,1989,"HONDURAS","Y"
5997,1989,"BAHAMAS","Y"
6010,1926,"SAUDI ARABIA","Y"
6024,1940,"MADAGASCAR","Y"
6056,1936,"GHANA","Y"
6060,1954,"SYRIAN ARAB REPUBLIC","Y"
6062,1991,"UNITED KINGDOM","Y"
6076,1926,"BRUNEI DARUSSALAM","Y"
6079,1976,"JORDAN","Y"
6088,1984,"ARMENIA","Y"
6089,1946,"MONACO","Y"
6094,1936,"JAPAN","Y"
6098,1986,"JERSEY","Y"
6103,1976,"BULGARIA","Y"
6128,1944,"GUERNSEY","Y"
6131,1954,"PITCAIRN","Y"
6133,1944,"VANUATU","Y"
6134,1954,"BELIZE","Y"
6142,1986,"ANTIGUA AND BARBUDA","Y"
6151,1926,"NEPAL","Y"
6176,1989,"SIERRA LEONE","Y"
6188,1984,"VIET NAM","Y"
6190,1954,"OMAN","Y"
6199,1991,"BENIN","Y"
6239,1941,"INDIA","Y"
6240,1924,"TURKMENISTAN","Y"
6252,1965,"AMERICAN SAMOA","Y"
6272,1936,"GUERNSEY","Y"
6277,1991,"BENIN","Y"
6281,1936,"JAPAN","Y"
6296,1976,"FIJI","Y"
6298,1961,"MAURITIUS","Y"
6301,1961,"CANADA","Y"
6308,1961,"BELARUS","Y"
6316,1961,"NEPAL","Y"
6327,1976,"ANGOLA","Y"
6334,1949,"MEXICO","Y"
6346,,"INDONESIA","Y"
6357,1989,"CAYMAN ISLANDS","Y"
6373,1976,"BELARUS","Y"
6382,1950,"YEMEN","Y"
6385,1950,"UGANDA","Y"
6387,1949,"SUDAN","Y"
6398,1949,"MALTA","Y"
6400,1936,"MONACO","Y"
6407,1976,"MALTA","Y"
6411,,"VANUATU","Y"
6440,1991,"MARTINIQUE","Y"
6448,1941,"TOKELAU","Y"
6458,1949,"SAINT HELENA","Y"
6463,1976,"BRAZIL","Y"
6479,1989,"SWAZILAND","Y"
6481,1924,"ANGOLA","Y"
6486,1991,"FAROE ISLANDS","Y"
6490,1976,"SRI LANKA","Y"
6518,1944,"VENEZUELA","Y"
6538,1924,"KOREA, REPUBLIC OF","Y"
6552,1961,"BELARUS","Y"
6563,1944,"EQUATORIAL GUINEA","Y"
6567,1989,"PALAU","Y"
6582,1949,"ROMANIA","Y"
6597,1926,"NORFOLK ISLAND","Y"
6602,1950,"NEW ZEALAND","Y"
6606,1989,"WESTERN SAHARA","Y"
6640,1989,"TAJIKISTAN","Y"
6643,1946,"SOLOMON ISLANDS","Y"
6656,1991,"KAZAKHSTAN","Y"
6678,1949,"EL SALVADOR","Y"
6682,1941,"TUNISIA","Y"
6686,1926,"PORTUGAL","Y"
6713,1941,"ROMANIA","Y"
6714,1950,"RWANDA","Y"
6717,1989,"CHINA","Y"
6720,1976,"NORFOLK ISLAND","Y"
6721,1976,"BELIZE","Y"
6723,1946,"PORTUGAL","Y"
6727,1954,"MONTSERRAT","Y"
6728,1991,"TOGO","Y"
6735,1989,"OMAN","Y"
6739,1946,"MALTA","Y"
6746,1926,"SWITZERLAND","Y"
6757,1961,"GEORGIA","Y"
6766,1986,"MOROCCO","Y"
6774,1989,"UNITED STATES","Y"
6777,1954,"TUVALU","Y"
6800,1986,"GREENLAND","Y"
6805,1941,"JERSEY","Y"
6811,1961,"EGYPT","Y"
6813,1926,"CANADA","Y"
6852,1991,"SOLOMON ISLANDS","Y"
6855,1954,"CHRISTMAS ISLAND","Y"
6863,1926,"SYRIAN ARAB REPUBLIC","Y"
6868,1949,"YEMEN","Y"
6869,1949,"UGANDA","Y"
6870,1949,"PITCAIRN","Y"
6877,1961,"SAINT HELENA","Y"
6880,1946,"GREECE","Y"
6896,1976,"TUNISIA","Y"
6901,1946,"BRUNEI DARUSSALAM","Y"
6904,1965,"ICELAND","Y"
6922,1989,"OMAN","Y"
6928,1989,"MALAWI","Y"
6933,1944,"PORTUGAL","Y"
6938,1976,"MONTENEGRO","Y"
6964,1941,"ETHIOPIA","Y"
6982,1950,"DENMARK","Y"
6993,1950,"NEW ZEALAND","Y"
7036,1984,"PAKISTAN","Y"
7039,1965,"BRAZIL","Y"
7042,1940,"QATAR","Y"
7056,1965,"PORTUGAL","Y"
7060,1924,"SLOVENIA","Y"
7063,1946,"VENEZUELA","Y"
7071,1961,"SOUTH AFRICA","Y"
7081,1950,"CHILE","Y"
7095,1986,"AMERICAN SAMOA","Y"
7096,1944,"BOLIVIA","Y"
7127,1984,"THAILAND","Y"
7128,1989,"CUBA","Y"
7131,1936,"AMERICAN SAMOA","Y"
7137,1991,"KOREA, REPUBLIC OF","Y"
7150,1926,"WESTERN SAHARA","Y"
7171,1950,"AUSTRIA","Y"
7174,1961,"SRI LANKA","Y"
7182,,"PORTUGAL","Y"
7184,1949,"TOKELAU","Y"
7190,1976,"TUNISIA","Y"
7194,1986,"UKRAINE","Y"
7202,1984,"NIUE","Y"
7203,1926,"SOUTH AFRICA","Y"
7205,1949,"GUINEA","Y"
7208,1936,"HONDURAS","Y"
7226,1944,"KUWAIT","Y"
7227,1989,"WALLIS AND FUTUNA","Y"
7228,1984,"TUVALU","Y"
7236,1924,"NICARAGUA","Y"
7256,,"CUBA","Y"
7257,1984,"FIJI","Y"
7262,1946,"AMERICAN SAMOA","Y"
7266,1976,"SAUDI ARABIA","Y"
7272,1991,"SAINT LUCIA","Y"
7275,1949,"EQUATORIAL GUINEA","Y"
7278,1965,"GUINEA-BISSAU","Y"
7292,1924,"TURKEY","Y"
7295,1946,"ISRAEL","Y"
7304,1949,"FRENCH POLYNESIA","Y"
7329,1986,"MALI","Y"
7335,1940,"UZBEKISTAN","Y"
7344,1991,"BARBADOS","Y"
7372,1976,"ALBANIA","Y"
7380,1949,"LIBERIA","Y"
7381,1926,"DOMINICA","Y"
7396,1950,"CHRISTMAS ISLAND","Y"
7399,1991,"AZERBAIJAN","Y"
7401,1976,"GUINEA-BISSAU","Y"
7412,1949,"NORWAY","Y"
7416,1986,"GUINEA","Y"
7420,1984,"NETHERLANDS","Y"
7434,1989,"PUERTO RICO","Y"
7435,1976,"SPAIN","Y"
7479,1949,"TOGO","Y"
7484,1984,"AZERBAIJAN","Y"
7488,1944,"SURINAME","Y"
7504,1965,"LUXEMBOURG","Y"
7517,1949,"ALGERIA","Y"
7547,1936,"BHUTAN","Y"
7556,,"AFGHANISTAN","Y"
7575,1950,"ANTIGUA AND BARBUDA","Y"
7580,1954,"NETHERLANDS","Y"
7619,1940,"VIRGIN ISLANDS, U.S.","Y"
7655,1940,"VIET NAM","Y"
7680,1961,"LIECHTENSTEIN","Y"
7690,1989,"ARUBA","Y"
7691,1986,"FAROE ISLANDS","Y"
7692,1984,"CANADA","Y"
7694,1926,"MEXICO","Y"
7704,1986,"FRENCH GUIANA","Y"
7709,1965,"BURUNDI","Y"
7711,1946,"GUINEA","Y"
7720,1936,"BAHRAIN","Y"
7763,1986,"ZAMBIA","Y"
